0	68.2, F	22.015	0.042	
1	116.5, F	13.976	0.042	
2	267.4, F	32.974	0.042	
0	68.9, F	21.604	0.083	
1	113.0, F	14.756	0.083	
2	265.3, F	34.604	0.083	
0	67.0, F	21.851	0.125	
1	116.2, F	14.774	0.125	
2	266.6, F	34.509	0.125	
0	68.3, F	22.786	0.167	
1	112.1, F	14.252	0.167	
2	264.9, F	34.971	0.167	
0	66.4, F	23.224	0.209	
1	118.3, F	13.959	0.209	
2	264.6, F	33.664	0.209	
0	66.0, F	23.458	0.250	
1	121.2, F	13.158	0.250	
2	265.3, F	33.481	0.250	
0	66.0, F	22.912	0.292	
1	115.6, F	13.478	0.292	
2	263.2, F	34.148	0.292	
0	66.4, F	24.2	0.334	
1	117.1, F	12.643	0.334	
2	262.7, F	38.149	0.334	
0	67.7, F	27.539	0.375	
1	115.1, F	13.686	0.375	
2	262.6, F	38.372	0.375	
0	66.9, F	27.334	0.417	
1	111.2, F	14.5	0.417	
2	260.8, F	40.01	0.417	
0	64.0, F	28.727	0.459	
1	114.0, F	14.123	0.459	
2	259.9, F	38.976	0.459	
0	62.8, F	27.659	0.500	
1	113.5, F	15.303	0.500	
2	258.6, F	41.238	0.500	
0	62.2, F	28.667	0.542	
1	111.9, F	14.956	0.542	
2	261.6, F	34.75	0.542	
0	61.2, F	22.645	0.584	
1	112.1, F	15.653	0.584	
2	260.9, F	35.946	0.584	
0	58.5, F	22.911	0.626	
1	110.7, F	16.936	0.626	
2	259.1, F	36.229	0.626	
0	55.7, F	23.74	0.667	
1	113.0, F	16.818	0.667	
2	258.0, F	36.341	0.667	
0	54.6, F	23.958	0.709	
1	111.3, F	17.372	0.709	
2	258.2, F	37.049	0.709	
0	55.3, F	24.07	0.751	
1	112.8, F	16.275	0.751	
2	257.4, F	35.723	0.751	
0	52.3, F	24.661	0.792	
1	111.4, F	17.665	0.792	
2	256.7, F	36.815	0.792	
0	51.3, F	23.676	0.834	
1	114.4, F	17.721	0.834	
2	254.9, F	36.418	0.834	
0	48.3, F	25.174	0.876	
1	114.7, F	17.302	0.876	
2	254.0, F	36.7	0.876	
0	48.0, F	25.354	0.918	
1	113.2, F	17.757	0.918	
2	254.0, F	36.315	0.918	
