0	202.4, F	67.172	0.042	
1	175.0, F	29.099	0.042	
2	12.3, F	98.385	0.042	
3	202.4, F	67.172	0.042	
4	175.0, F	29.099	0.042	
5	18.4, F	85.495	0.042	
6	202.4, F	67.172	0.042	
7	175.0, F	29.099	0.042	
8	15.9, F	91.597	0.042	
9	202.4, F	67.172	0.042	
10	17.1, F	73.622	0.042	
0	202.3, F	67.536	0.083	
1	173.1, F	29.089	0.083	
2	11.8, F	98.449	0.083	
3	202.3, F	67.536	0.083	
4	173.1, F	29.089	0.083	
5	17.8, F	85.454	0.083	
6	202.3, F	67.536	0.083	
7	173.1, F	29.089	0.083	
8	15.2, F	91.6	0.083	
9	202.3, F	67.536	0.083	
10	17.1, F	74.169	0.083	
0	201.7, F	67.848	0.125	
1	174.9, F	28.928	0.125	
2	12.0, F	99.002	0.125	
3	201.7, F	67.848	0.125	
4	174.9, F	28.928	0.125	
5	17.9, F	86.039	0.125	
6	201.7, F	67.848	0.125	
7	174.9, F	28.928	0.125	
8	15.4, F	92.172	0.125	
9	201.7, F	67.848	0.125	
10	16.8, F	73.535	0.125	
0	202.2, F	67.591	0.167	
1	172.8, F	28.918	0.167	
2	11.7, F	98.303	0.167	
3	202.2, F	67.591	0.167	
4	172.8, F	28.918	0.167	
5	17.7, F	85.302	0.167	
6	202.2, F	67.591	0.167	
7	172.8, F	28.918	0.167	
8	15.2, F	91.45	0.167	
9	202.2, F	67.591	0.167	
10	17.2, F	74.252	0.167	
0	201.5, F	68.113	0.209	
1	174.7, F	28.593	0.209	
2	11.9, F	98.95	0.209	
3	201.5, F	68.113	0.209	
4	174.7, F	28.593	0.209	
5	17.9, F	85.975	0.209	
6	201.5, F	68.113	0.209	
7	174.7, F	28.593	0.209	
8	15.3, F	92.113	0.209	
9	201.5, F	68.113	0.209	
10	16.8, F	74.827	0.209	
0	202.1, F	68.338	0.250	
1	174.5, F	29.07	0.250	
2	12.1, F	99.485	0.250	
3	202.1, F	68.338	0.250	
4	174.5, F	29.07	0.250	
5	18.1, F	86.553	0.250	
6	202.1, F	68.338	0.250	
7	174.5, F	29.07	0.250	
8	15.6, F	92.674	0.250	
9	202.1, F	68.338	0.250	
10	16.8, F	73.808	0.250	
0	201.4, F	66.984	0.292	
1	176.2, F	29.436	0.292	
2	12.0, F	98.888	0.292	
3	201.4, F	66.984	0.292	
4	176.2, F	29.436	0.292	
5	18.0, F	85.928	0.292	
6	201.4, F	66.984	0.292	
7	176.2, F	29.436	0.292	
8	15.4, F	92.059	0.292	
9	201.4, F	66.984	0.292	
10	16.1, F	73.533	0.292	
0	201.3, F	66.808	0.334	
1	175.9, F	29.087	0.334	
2	11.8, F	98.364	0.334	
3	201.3, F	66.808	0.334	
4	175.9, F	29.087	0.334	
5	17.8, F	85.383	0.334	
6	201.3, F	66.808	0.334	
7	175.9, F	29.087	0.334	
8	15.3, F	91.523	0.334	
9	201.3, F	66.808	0.334	
10	16.8, F	73.775	0.334	
0	201.9, F	67.322	0.375	
1	175.9, F	29.516	0.375	
2	12.2, F	99.147	0.375	
3	201.9, F	67.322	0.375	
4	175.9, F	29.516	0.375	
5	18.3, F	86.235	0.375	
6	201.9, F	67.322	0.375	
7	175.9, F	29.516	0.375	
8	15.7, F	92.347	0.375	
9	201.9, F	67.322	0.375	
10	16.4, F	72.773	0.375	
0	202.0, F	66.545	0.417	
1	175.7, F	30.418	0.417	
2	12.0, F	99.203	0.417	
3	202.0, F	66.545	0.417	
4	175.7, F	30.418	0.417	
5	18.0, F	86.255	0.417	
6	202.0, F	66.545	0.417	
7	175.7, F	30.418	0.417	
8	15.5, F	92.382	0.417	
9	202.0, F	66.545	0.417	
10	17.1, F	73.355	0.417	
0	201.7, F	66.3	0.459	
1	176.1, F	30.587	0.459	
2	11.9, F	99.249	0.459	
3	201.7, F	66.3	0.459	
4	176.1, F	30.587	0.459	
5	17.8, F	86.27	0.459	
6	201.7, F	66.3	0.459	
7	176.1, F	30.587	0.459	
8	15.3, F	92.41	0.459	
9	201.7, F	66.3	0.459	
10	16.2, F	72.08	0.459	
0	201.3, F	66.223	0.500	
1	176.3, F	29.725	0.500	
2	11.8, F	98.445	0.500	
3	201.3, F	66.223	0.500	
4	176.3, F	29.725	0.500	
5	17.8, F	85.46	0.500	
6	201.3, F	66.223	0.500	
7	176.3, F	29.725	0.500	
8	15.3, F	91.601	0.500	
9	201.3, F	66.223	0.500	
10	16.4, F	73.521	0.500	
0	201.9, F	67.02	0.542	
1	176.4, F	30.585	0.542	
2	12.2, F	99.954	0.542	
3	201.9, F	67.02	0.542	
4	176.4, F	30.585	0.542	
5	18.1, F	87.026	0.542	
6	201.9, F	67.02	0.542	
7	176.4, F	30.585	0.542	
8	15.6, F	93.146	0.542	
9	201.9, F	67.02	0.542	
10	16.6, F	73.056	0.542	
0	202.0, F	67.856	0.584	
1	175.5, F	29.271	0.584	
2	12.3, F	99.362	0.584	
3	202.0, F	67.856	0.584	
4	175.5, F	29.271	0.584	
5	18.3, F	86.456	0.584	
6	202.0, F	67.856	0.584	
7	175.5, F	29.271	0.584	
8	15.8, F	92.566	0.584	
9	202.0, F	67.856	0.584	
10	16.7, F	73.999	0.584	
0	201.7, F	67.491	0.626	
1	176.6, F	29.906	0.626	
2	12.2, F	99.827	0.626	
3	201.7, F	67.491	0.626	
4	176.6, F	29.906	0.626	
5	18.2, F	86.912	0.626	
6	201.7, F	67.491	0.626	
7	176.6, F	29.906	0.626	
8	15.7, F	93.026	0.626	
9	201.7, F	67.491	0.626	
10	16.6, F	73.681	0.626	
0	202.3, F	67.606	0.667	
1	175.6, F	29.564	0.667	
2	12.4, F	99.344	0.667	
3	202.3, F	67.606	0.667	
4	175.6, F	29.564	0.667	
5	18.5, F	86.467	0.667	
6	202.3, F	67.606	0.667	
7	175.6, F	29.564	0.667	
8	15.9, F	92.565	0.667	
9	202.3, F	67.606	0.667	
10	17.4, F	73.914	0.667	
0	202.1, F	67.456	0.709	
1	175.4, F	29.992	0.709	
2	12.2, F	99.621	0.709	
3	202.1, F	67.456	0.709	
4	175.4, F	29.992	0.709	
5	18.1, F	86.692	0.709	
6	202.1, F	67.456	0.709	
7	175.4, F	29.992	0.709	
8	15.6, F	92.812	0.709	
9	202.1, F	67.456	0.709	
10	17.2, F	74.014	0.709	
0	202.5, F	67.783	0.751	
1	175.1, F	29.42	0.751	
2	12.5, F	99.273	0.751	
3	202.5, F	67.783	0.751	
4	175.1, F	29.42	0.751	
5	18.5, F	86.406	0.751	
6	202.5, F	67.783	0.751	
7	175.1, F	29.42	0.751	
