0	356.5, F	22.097	0.042	
1	176.3, F	22.042	0.042	
0	359.5, F	22.783	0.083	
1	179.3, F	22.717	0.083	
0	357.4, F	22.406	0.125	
1	177.0, F	22.331	0.125	
0	358.4, F	22.655	0.167	
1	177.8, F	22.473	0.167	
0	358.1, F	23.314	0.209	
1	177.7, F	22.766	0.209	
0	358.6, F	23.181	0.250	
1	178.5, F	23.167	0.250	
0	0.3, F	23.096	0.292	
1	180.6, F	23.327	0.292	
0	2.9, F	24.695	0.334	
1	183.2, F	24.362	0.334	
0	4.3, F	25.353	0.375	
1	183.2, F	25.66	0.375	
0	3.2, F	25.717	0.417	
1	183.1, F	25.755	0.417	
0	3.8, F	26.537	0.459	
1	183.6, F	25.898	0.459	
0	3.6, F	27.112	0.500	
1	183.3, F	27.056	0.500	
0	3.6, F	27.963	0.542	
1	184.9, F	28.061	0.542	
0	5.3, F	28.035	0.584	
1	185.0, F	27.995	0.584	
0	5.3, F	28.385	0.626	
1	185.0, F	28.239	0.626	
0	4.7, F	29.809	0.667	
1	184.5, F	30.385	0.667	
0	4.4, F	30.956	0.709	
1	184.5, F	31.002	0.709	
0	5.3, F	31.148	0.751	
1	186.3, F	31.098	0.751	
0	6.0, F	31.767	0.792	
1	185.6, F	31.578	0.792	
0	5.5, F	32.667	0.834	
1	185.2, F	32.498	0.834	
0	5.2, F	33.265	0.876	
1	184.9, F	33.113	0.876	
0	4.8, F	33.64	0.918	
1	185.4, F	34.159	0.918	
0	5.4, F	34.429	0.959	
1	185.0, F	34.32	0.959	
0	5.3, F	35.51	1.001	
1	185.0, F	35.341	1.001	
0	4.5, F	35.521	1.043	
1	185.1, F	35.643	1.043	
0	5.9, F	36.066	1.084	
1	185.2, F	36.074	1.084	
0	5.5, F	36.124	1.126	
1	185.8, F	36.234	1.126	
0	7.1, F	37.467	1.168	
1	186.4, F	37.384	1.168	
0	5.9, F	38.097	1.210	
1	186.2, F	38.134	1.210	
0	7.5, F	38.749	1.251	
1	187.7, F	38.738	1.251	
0	8.1, F	39.063	1.293	
1	187.2, F	38.905	1.293	
0	7.4, F	40.241	1.335	
1	187.7, F	40.115	1.335	
0	8.0, F	40.603	1.376	
1	188.2, F	40.507	1.376	
0	8.0, F	40.822	1.418	
1	188.1, F	40.641	1.418	
0	8.9, F	41.619	1.460	
1	189.0, F	41.999	1.460	
0	8.9, F	43.126	1.502	
1	189.0, F	42.787	1.502	
0	9.2, F	42.817	1.543	
1	189.3, F	43.112	1.543	
0	8.6, F	43.73	1.585	
1	187.7, F	43.202	1.585	
0	8.0, F	43.667	1.627	
1	188.1, F	43.862	1.627	
0	7.8, F	45.382	1.668	
1	187.9, F	44.914	1.668	
0	8.7, F	45.523	1.710	
1	188.7, F	45.786	1.710	
0	9.0, F	45.989	1.752	
1	189.1, F	46.243	1.752	
0	8.4, F	46.783	1.793	
1	188.6, F	46.292	1.793	
0	9.1, F	47.399	1.835	
1	189.2, F	47.634	1.835	
0	9.1, F	47.623	1.877	
1	189.3, F	47.778	1.877	
0	9.3, F	48.114	1.919	
1	188.8, F	48.213	1.919	
0	8.9, F	48.937	1.960	
1	189.4, F	48.518	1.960	
0	10.0, F	49.192	2.002	
1	189.6, F	49.33	2.002	
0	10.0, F	49.875	2.044	
1	190.4, F	50.139	2.044	
0	10.9, F	50.943	2.085	
1	190.7, F	51.095	2.085	
0	10.9, F	51.644	2.127	
1	190.9, F	51.074	2.127	
0	11.7, F	52.09	2.169	
1	192.4, F	52.375	2.169	
0	12.0, F	52.79	2.211	
1	191.8, F	52.953	2.211	
0	12.4, F	53.442	2.252	
1	192.2, F	53.627	2.252	
0	12.1, F	54.461	2.294	
1	192.1, F	53.989	2.294	
0	12.4, F	55.127	2.336	
1	192.1, F	55.405	2.336	
0	12.2, F	55.312	2.377	
1	192.6, F	55.728	2.377	
0	12.7, F	55.984	2.419	
1	192.7, F	55.616	2.419	
0	12.8, F	56.349	2.461	
1	192.5, F	56.671	2.461	
0	12.4, F	57.659	2.502	
1	192.3, F	57.302	2.502	
0	12.4, F	57.972	2.544	
1	193.0, F	57.755	2.544	
0	13.4, F	58.182	2.586	
1	193.1, F	58.533	2.586	
0	12.9, F	59.437	2.628	
1	192.8, F	59.104	2.628	
0	13.1, F	59.333	2.669	
1	192.8, F	59.664	2.669	
0	13.4, F	60.626	2.711	
1	193.9, F	60.399	2.711	
0	14.0, F	60.646	2.753	
1	193.7, F	61.005	2.753	
0	13.9, F	61.628	2.794	
1	193.8, F	61.294	2.794	
0	14.0, F	61.816	2.836	
1	193.8, F	62.182	2.836	
0	14.3, F	62.406	2.878	
1	194.8, F	62.249	2.878	
0	15.0, F	62.621	2.920	
1	195.0, F	62.296	2.920	
0	14.9, F	63.009	2.961	
1	194.7, F	63.336	2.961	
0	15.6, F	64.137	3.003	
1	195.6, F	63.804	3.003	
0	16.0, F	64.179	3.045	
1	196.4, F	64.739	3.045	
0	16.5, F	65.289	3.086	
1	196.5, F	64.973	3.086	
0	16.4, F	65.054	3.128	
1	196.2, F	65.431	3.128	
0	16.4, F	66.132	3.170	
1	196.3, F	65.816	3.170	
0	16.8, F	66.276	3.212	
1	196.7, F	65.972	3.212	
0	16.8, F	66.509	3.253	
1	197.1, F	67.064	3.253	
0	17.5, F	67.387	3.295	
1	197.5, F	67.036	3.295	
0	17.3, F	68.057	3.337	
1	197.1, F	68.279	3.337	
0	17.5, F	69.034	3.378	
1	197.5, F	68.515	3.378	
0	17.7, F	68.872	3.420	
1	198.0, F	69.265	3.420	
0	18.2, F	70.23	3.462	
1	198.0, F	70.36	3.462	
0	18.2, F	71.817	3.503	
1	198.3, F	71.26	3.503	
0	18.5, F	71.477	3.545	
1	198.4, F	71.6	3.545	
0	18.4, F	72.116	3.587	
1	198.7, F	72.454	3.587	
0	19.0, F	72.859	3.629	
1	198.8, F	72.923	3.629	
0	19.5, F	74.399	3.670	
1	199.5, F	73.884	3.670	
